exposure_days,days_in_quar,days_in_extended_quar,days_in_iso,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,child,compliance,household,ext_group,FoI_max,FoI_community
2.600000000000001,2.0000000000000004,13.999999999999966,0.0,0.1,5.0599265061672645,8.255996158151703,369784.0,0,0,0,0,1.0,651647,1,0.0004790366526103306,0.00024355130924571446
9.699999999999982,13.999999999999966,0.0,0.0,0.1,6.273442902143284,6.5151012273190485,370065.0,0,1,0,0,1.0,652154,0,0.753345349737329,2.3710378553032423
1.5000000000000002,2.0000000000000004,0.0,9.99999999999998,0.1,7.989630612842227,8.346696230266993,370554.0,1,0,0,0,1.0,653011,2,0.009095406672505404,0.0023095605644720667
7.29999999999999,13.999999999999966,0.0,0.0,0.1,3.5159397414590114,6.298001470404388,370709.0,0,1,0,0,1.0,653278,0,0.0007534980512362976,0.002111139246305297
0.7,2.0000000000000004,0.0,9.99999999999998,0.1,6.151507952267889,8.027620246116442,370734.0,1,0,0,0,1.0,653323,2,1.9218348562634757e-13,2.0769282225718386e-14
8.099999999999987,13.999999999999966,0.0,0.0,0.1,5.203740620969519,5.4520140025102535,370798.0,0,1,0,1,1.0,653431,1,0.2668677665763033,0.6858248763115742
8.199999999999987,13.999999999999966,0.0,0.0,0.1,2.815726800084596,6.011596715236758,373460.0,0,1,0,0,1.0,658130,1,0.00047123362402386057,0.0012873779976364124
1.8000000000000005,2.0000000000000004,13.999999999999966,0.0,0.1,10.090717668046782,6.224102287132184,373595.0,0,0,0,1,1.0,658367,1,0.00031538943984100044,0.00010768207002165756
1.7000000000000004,2.0000000000000004,0.0,9.99999999999998,0.1,9.254160071257925,9.282145616332638,375213.0,1,0,0,0,1.0,661222,2,29.1498024918337,8.421387878202484
8.799999999999985,13.999999999999966,0.0,0.0,0.1,5.649315984033863,5.949042909467812,376542.0,0,1,0,1,1.0,663552,0,4.683599368782517e-6,1.3316048063332537e-5
4.4,2.0000000000000004,13.999999999999966,0.0,0.1,14.675548741485068,5.072146265690839,376579.0,0,0,0,0,1.0,663616,1,0.2521466012419257,0.41356383439635436
2.2000000000000006,2.0000000000000004,0.0,9.99999999999998,0.1,7.8830267908334,9.188977005541867,379266.0,1,0,0,0,1.0,668367,2,0.0037225957407485966,0.001475572184139209
0.7,2.0000000000000004,15.99999999999996,0.0,0.1,3.1768124387506647,7.646435836561759,379415.0,0,0,0,0,1.0,668621,1,1.4883355967415164,0.16180399166642845
1.0999999999999999,4.999999999999998,13.999999999999966,0.0,0.1,5.690179045911306,6.342526597561484,379779.0,0,0,0,0,1.0,669262,2,5.795175447284905e-5,1.0774140074814304e-5
8.699999999999985,13.999999999999966,0.0,0.0,0.1,5.938050723866789,6.256088247636211,381155.0,0,1,0,0,1.0,671693,1,1.763961684272461,5.203109099891338
9.99999999999998,2.0000000000000004,13.999999999999966,0.0,0.1,14.00510234617759,9.544406491656508,381363.0,0,1,0,0,1.0,672053,2,1.0055939882829366,4.188604674912731
0.7,4.000000000000002,15.99999999999996,0.0,0.1,8.197673773131184,9.723681066436601,382458.0,0,0,0,0,1.0,673970,1,0.000660797431410463,7.052539371985034e-5
1.0999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,6.713217730487812,9.719864713355554,383590.0,1,0,0,0,1.0,675985,2,0.00014186402630127714,2.511645883272543e-5
0.4,13.999999999999966,0.0,0.0,0.1,6.946320339832963,8.9755711748824,383905.0,1,0,0,1,1.0,676534,0,6.031464595450734e-13,3.6083738599996174e-14
3.2000000000000015,3.0000000000000013,13.999999999999966,0.0,0.1,9.114641672430613,9.125732708183332,385695.0,0,0,0,0,1.0,679682,1,0.010127406511983872,0.006625414366434469
0.5,2.0000000000000004,0.0,9.99999999999998,0.1,5.238818065708069,9.07636091022066,386659.0,1,0,0,0,1.0,681379,2,0.23230452986853628,0.017620057834764537
0.6,2.0000000000000004,13.999999999999966,0.0,0.1,2.512190774091081,7.861351422134123,388047.0,0,0,0,0,1.0,683817,1,4.647428884783942,0.4319513581283122
8.699999999999985,2.0000000000000004,16.99999999999997,0.0,0.1,9.242458212488742,5.455252720076597,388338.0,0,0,0,1,1.0,684330,1,4.367509176306827,11.866108502403169
1.8000000000000005,2.0000000000000004,14.999999999999963,0.0,0.1,3.2057736125077905,9.194501497441383,388707.0,0,0,0,0,1.0,684984,1,5.175393376186543,1.6028184122645526
3.3000000000000016,5.999999999999995,0.0,9.99999999999998,0.1,13.01117751536236,8.991232778470465,390669.0,1,0,0,0,1.0,688440,2,4.295127646073685,2.9275501785009808
0.8999999999999999,0.9999999999999999,13.999999999999966,0.0,0.1,2.4598592511018142,9.766976833280996,391683.0,0,0,0,0,1.0,690226,2,7.243880257329629,1.015366081826765
1.2,2.0000000000000004,0.0,9.99999999999998,0.1,7.837165447662142,7.835915307326818,392035.0,1,0,0,0,1.0,690852,2,0.01679833908441081,0.0033670393459929405
2.800000000000001,0.9999999999999999,13.999999999999966,0.0,0.1,5.815273684836777,8.180363510403616,392769.0,0,0,0,0,1.0,692140,1,0.0016369523818601003,0.0009406543540669115
7.699999999999989,2.0000000000000004,17.999999999999986,0.0,0.1,8.36350394147667,7.434647846873621,393040.0,0,0,0,1,1.0,692609,1,2.029205142649503e-9,6.597394097362468e-9
1.7000000000000004,0.9999999999999999,13.999999999999966,0.0,0.1,5.781219855522528,9.897564400092971,393267.0,0,0,0,0,1.0,693018,2,2.527055673781397e-9,7.328460631281192e-10
0.2,2.0000000000000004,0.0,9.99999999999998,0.1,7.951244000105927,5.0352167266996855,394493.0,1,0,0,0,1.0,695185,2,1.6849929992359998,0.04939299183203283
1.7000000000000004,0.9999999999999999,13.999999999999966,0.0,0.1,6.650080380617722,9.934636868258192,394678.0,0,0,0,1,1.0,695507,1,0.11194451965276028,0.03247958722086692
4.899999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,5.39767343370737,9.745363757674182,395798.0,0,0,0,0,1.0,697475,2,4.147946119456832,4.920006363769575
6.699999999999992,2.0000000000000004,14.999999999999963,0.0,0.1,7.528901838456424,6.627645942402075,395928.0,0,0,0,1,1.0,697701,1,0.8169858000574179,2.3161982779571653
0.2,2.0000000000000004,13.999999999999966,0.0,0.1,6.275787655257327,8.001742658620818,395955.0,0,0,0,1,1.0,697749,1,0.0010471060590640012,3.086197752488264e-5
5.299999999999997,5.999999999999995,13.999999999999966,0.0,0.1,5.749094173692058,8.927978614589868,397197.0,0,0,0,0,1.0,699930,2,8.27877199902155e-7,1.1869259520375415e-6
3.2000000000000015,2.0000000000000004,13.999999999999966,0.0,0.1,11.78539911560202,5.42850511660086,397626.0,0,0,0,0,1.0,700693,1,0.006852314154935205,0.005792758029410289
0.6,2.0000000000000004,13.999999999999966,0.0,0.1,7.019378276089808,8.827155891806338,398866.0,0,0,0,1,1.0,702890,1,0.4356125606281319,0.039888807860732706
2.500000000000001,3.0000000000000013,13.999999999999966,0.0,0.1,6.047128304507522,9.977505040291238,399346.0,0,0,0,0,1.0,703738,2,0.06354477445926059,0.02910282447451917
0.1,2.0000000000000004,22.000000000000043,0.0,0.1,7.500398443537304,8.652768897837673,399579.0,0,0,0,0,1.0,704135,1,0.45377639835800676,0.006560494987699825
6.399999999999993,4.999999999999998,13.999999999999966,0.0,0.1,13.02781116104124,7.905099810798358,399726.0,0,0,0,1,1.0,704405,2,0.04242097882379675,0.09395941727056976
5.299999999999997,0.9999999999999999,13.999999999999966,0.0,0.1,6.9592866814734755,5.051375465592011,402154.0,0,0,0,1,1.0,708687,1,0.27540415465884743,0.6041257480009949
0.1,2.0000000000000004,13.999999999999966,0.0,0.1,5.770992240637595,6.609382685326601,402617.0,0,0,0,0,1.0,709502,1,1.597986548752341e-7,2.337502528469243e-9
0.30000000000000004,2.0000000000000004,13.999999999999966,0.0,0.1,6.379176892934238,7.834895569918966,403242.0,0,0,0,0,1.0,710607,2,0.7192326249107003,0.03171656345674574
0.6,2.0000000000000004,0.0,9.99999999999998,0.1,6.000952178434731,9.678138834479656,404261.0,1,0,0,0,1.0,712410,2,0.03646988976586244,0.0033039066034273585
0.2,5.999999999999995,0.0,9.99999999999998,0.1,10.350091425247603,8.294888135776858,405412.0,1,0,0,0,1.0,714435,2,4.701880918160138e-5,1.3888805193192149e-6
9.499999999999982,13.999999999999966,0.0,0.0,0.1,18.303348135643784,7.055658512107312,405887.0,1,0,0,0,1.0,715277,0,0.032956901246685745,0.11211672208487303
0.7,2.0000000000000004,0.0,9.99999999999998,0.1,10.391931913098755,6.702829459597899,406237.0,1,0,0,0,1.0,715897,2,0.6602060400698546,0.07226223445200598
8.099999999999987,2.0000000000000004,14.999999999999963,0.0,0.1,11.112279481231415,6.3037361689216524,406413.0,0,0,0,0,1.0,716204,2,0.01832373990647031,0.05379682194487446
1.4000000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,5.415597555098909,8.200754361258316,407701.0,1,0,0,0,1.0,718485,2,0.04667757665740951,0.011145293636672375
1.3,2.0000000000000004,0.0,9.99999999999998,0.1,10.205535778779701,6.0145244134246205,408566.0,1,0,0,0,1.0,720012,2,6.723399617624255e-5,1.5643661051400054e-5
11.099999999999977,13.999999999999966,0.0,0.0,0.1,3.042836377519323,9.130190682082741,408646.0,0,1,0,0,1.0,720152,0,0.08164628275839117,0.3364721943634568
1.3,2.0000000000000004,0.0,9.99999999999998,0.1,11.767717255692768,8.055549083940534,409637.0,1,0,0,0,1.0,721893,2,0.2395149367374642,0.05273178954235064
1.8000000000000005,2.0000000000000004,0.0,9.99999999999998,0.1,7.927192643937592,9.306135927398167,410078.0,1,0,0,0,1.0,722673,2,3.1603993344178586e-12,9.843702655073663e-13
10.499999999999979,13.999999999999966,0.0,0.0,0.1,4.209890246167151,9.245215529713704,410958.0,0,0,0,1,1.0,724225,0,7.451618517502043e-5,0.00030728627286416517
3.5000000000000018,2.0000000000000004,0.0,9.99999999999998,0.1,8.729107857876354,8.76031630697463,411104.0,1,0,0,0,1.0,724481,2,0.041893556247944705,0.03156564294457237
3.700000000000002,0.9999999999999999,13.999999999999966,0.0,0.1,8.257700179412645,7.611929959714109,411224.0,0,0,0,0,1.0,724696,1,0.05075622531942711,0.044897614130067466
0.7,2.0000000000000004,0.0,9.99999999999998,0.1,6.553897968648338,7.588793552896222,411653.0,1,0,0,0,1.0,725453,2,0.003758824464557727,0.00040711831684560383
1.8000000000000005,2.0000000000000004,0.0,9.99999999999998,0.1,9.026873215688415,9.534618868526538,411706.0,1,0,0,0,1.0,725543,2,2.509930251752147,0.7850837188070249
0.8999999999999999,0.9999999999999999,13.999999999999966,0.0,0.1,5.864521936868061,8.074245844910577,412197.0,0,0,0,0,1.0,726405,1,2.657627786476211,0.38054246814695336
13.899999999999967,2.0000000000000004,13.999999999999966,0.0,0.1,5.433382638538093,9.79350195813588,412748.0,0,1,0,1,1.0,727375,1,0.00014532158828986876,0.0006656982245445865
1.2,3.0000000000000013,13.999999999999966,0.0,0.1,3.301787222717754,7.613516408535439,413363.0,0,0,0,0,1.0,728460,2,1.2975845269568258,0.25802182614132413
2.3000000000000007,2.0000000000000004,13.999999999999966,0.0,0.1,3.0420301046721647,9.368396049874416,413718.0,0,0,0,0,1.0,729087,2,0.0030970276582089856,0.0012937720695248968
3.800000000000002,13.999999999999966,0.0,0.0,0.1,13.988156189513841,9.837358405811703,415808.0,1,0,0,0,1.0,732778,0,0.00010525164643449163,8.525986646663584e-5
1.2,0.9999999999999999,13.999999999999966,0.0,0.1,5.923595276873178,9.36653518914511,416264.0,0,0,0,0,1.0,733580,1,3.468020546845905,0.6808274794359868
6.499999999999993,13.999999999999966,0.0,0.0,0.1,9.730058516038772,9.394362665370368,416538.0,0,0,0,1,1.0,734064,0,1.410132488636962,2.750749149472118
1.3,13.999999999999966,0.0,0.0,0.1,6.762384889735194,5.414397660195574,416538.0,0,0,0,0,1.0,734064,0,2.205843377138449e-7,5.2719842074047787e-8
0.5,2.0000000000000004,13.999999999999966,0.0,0.1,9.17072061485274,9.747786539783391,417477.0,1,0,0,1,1.0,735718,1,2.8355443035324338e-8,2.1489851475466226e-9
2.2000000000000006,13.999999999999966,0.0,0.0,0.1,6.80892581990009,9.477486530827436,417512.0,1,0,0,1,1.0,735788,0,0.004442847325469612,0.0017730384363439772
1.8000000000000005,5.999999999999995,0.0,9.99999999999998,0.1,9.309389767223303,9.120825497119075,417539.0,1,0,0,0,1.0,735828,2,6.1697990103817215e-6,1.91564016402611e-6
3.800000000000002,13.999999999999966,0.0,0.0,0.1,16.926164742561898,6.5665535462188585,418209.0,1,0,0,0,1.0,737012,0,0.01094847641949975,0.0108729913716114
0.30000000000000004,2.0000000000000004,15.99999999999996,0.0,0.1,7.453903544450432,7.478181868694113,421867.0,0,0,0,1,1.0,743464,1,0.6823380672522977,0.030272452308184247
2.9000000000000012,2.0000000000000004,13.999999999999966,0.0,0.1,5.186745383353915,6.901042551774634,423144.0,0,0,0,0,1.0,745713,1,26.858636249145093,17.40189460502379
3.5000000000000018,2.0000000000000004,13.999999999999966,0.0,0.1,5.475646457903443,9.74666595682395,424411.0,0,0,0,0,1.0,747951,1,0.7044792157966038,0.5069515933647193
1.2,3.0000000000000013,15.99999999999996,0.0,0.1,7.784103939543666,8.741360341364164,424543.0,0,0,0,0,1.0,748178,2,0.0024195847991948013,0.00047286851228119683
4.899999999999999,13.999999999999966,0.0,0.0,0.1,3.0839038502867915,9.11778749057593,425406.0,0,0,0,1,1.0,749707,0,0.03757413000486332,0.04594050546276777
0.7,2.0000000000000004,13.999999999999966,0.0,0.1,5.381314874183075,9.173392621818245,425536.0,0,0,0,0,1.0,749935,2,0.3707836183576519,0.04001185669649271
2.800000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,5.766565924653213,9.925003315322797,425714.0,1,0,0,0,1.0,750254,2,3.5247401645015826,1.8924432041955561
4.699999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,8.874768198706006,8.133219248049105,425945.0,0,0,0,0,1.0,750654,2,1.122949106176777,1.3797831912464655
1.5000000000000002,2.0000000000000004,0.0,9.99999999999998,0.1,7.661321391380504,7.318961728891242,426268.0,1,0,0,0,1.0,751230,2,10.647186578757722,2.783477015390762
7.39999999999999,5.999999999999995,15.99999999999996,0.0,0.1,7.435531066793884,7.205600370663381,427362.0,0,1,0,1,1.0,753140,2,5.3764800990134994e-5,0.00016748153840954547
0.30000000000000004,2.0000000000000004,20.000000000000014,0.0,0.1,11.049901750689209,9.537628271288652,427462.0,0,0,0,1,1.0,753316,1,5.2235456543580275e-5,2.326297687904535e-6
12.299999999999972,13.999999999999966,0.0,0.0,0.1,4.080990981399598,9.565069059575126,427641.0,0,0,0,0,1.0,753649,0,0.1888387908893235,0.8334632453921025
1.0999999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,6.740409782994241,8.475245412518639,428097.0,0,0,0,0,1.0,754448,2,2.2639874141716763,0.4015416832311648
2.3000000000000007,2.0000000000000004,13.999999999999966,0.0,0.1,7.2888412502163495,5.6136304508388335,429031.0,0,0,0,1,1.0,756086,1,0.0005977320185011361,0.0002954792832708964
2.400000000000001,0.9999999999999999,13.999999999999966,0.0,0.1,4.924031667604677,7.16358146175747,429481.0,0,0,0,0,1.0,756881,2,2.2506702615113827,1.0992048438049389
0.2,2.0000000000000004,0.0,9.99999999999998,0.1,7.113081702102166,9.698487049513169,429565.0,1,0,0,0,1.0,757034,2,5.289319087064075e-7,1.551106653105198e-8
1.9000000000000006,13.999999999999966,0.0,0.0,0.1,2.838936069161142,7.926239804985418,429854.0,0,0,0,0,1.0,757537,2,0.45969290938964225,0.15956951280359372
2.1000000000000005,2.0000000000000004,0.0,9.99999999999998,0.1,7.656394921171512,7.796989799953686,430179.0,1,0,0,0,1.0,758111,2,0.0032811785638874437,0.0012996174410949575
22.200000000000045,2.0000000000000004,13.999999999999966,0.0,0.1,29.24663543953488,7.580127724376645,430202.0,0,0,0,0,1.0,758145,2,3.1993609098527105e-11,1.54912651779255e-10
1.4000000000000001,4.999999999999998,13.999999999999966,0.0,0.1,6.374913719956679,9.800539559133034,430374.0,0,0,0,1,1.0,758443,2,0.020281992284763368,0.004699876495800859
3.5000000000000018,5.999999999999995,0.0,9.99999999999998,0.1,11.472184567740527,8.904074986603359,430773.0,1,0,0,0,1.0,759144,2,4.231136786824804e-6,3.185364133822565e-6
12.199999999999973,13.999999999999966,0.0,0.0,0.1,4.044889643701511,9.325295697841334,432689.0,0,1,0,1,1.0,762532,1,2.17837611202307,9.325677766010308
4.100000000000001,13.999999999999966,0.0,0.0,0.1,4.371623831873285,9.485367789013674,432689.0,0,0,0,0,1.0,762532,1,0.00014173616830152113,0.00013036282107117058
3.700000000000002,13.999999999999966,0.0,0.0,0.1,6.488039581202034,8.099697353183112,432689.0,0,0,0,0,1.0,762532,2,1.23896805915696,1.064926065985549
1.8000000000000005,4.000000000000002,17.999999999999986,0.0,0.1,4.3005329191383,5.272211008041681,433513.0,0,0,0,1,1.0,763977,1,1.3058573579063488,0.48074257769536605
0.2,2.0000000000000004,0.0,9.99999999999998,0.1,3.9976079029596137,9.613658763122263,433817.0,1,0,0,0,1.0,764527,2,2.2239561392591773,0.06480090766211155
4.000000000000002,2.0000000000000004,13.999999999999966,0.0,0.1,8.91736449053744,9.157413093723772,433946.0,0,0,0,0,1.0,764747,2,5.750132072685393e-6,5.20577362800572e-6
9.699999999999982,13.999999999999966,0.0,0.0,0.1,3.386973053490769,8.336695596285544,434543.0,0,0,0,1,1.0,765798,0,1.3791754001893872,5.218990521701078
11.599999999999975,13.999999999999966,0.0,0.0,0.1,5.058440792787019,7.318759739944873,434865.0,0,1,0,0,1.0,766372,0,0.0002060699117597632,0.0007202119541180319
13.499999999999968,13.999999999999966,0.0,0.0,0.1,8.455918009040936,6.898913497280931,434964.0,0,0,0,0,1.0,766546,0,5.135600029306541,18.11617086377411
2.400000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,10.609189525097666,9.155059074990856,436919.0,1,0,0,0,1.0,769998,2,0.07229371085173011,0.032588701896071375
18.39999999999999,13.999999999999966,0.0,0.0,0.1,14.568542900508003,6.034517737128592,437056.0,0,1,0,0,1.0,770233,0,0.15842262909524726,0.570586167041789
3.600000000000002,2.0000000000000004,13.999999999999966,0.0,0.1,3.9677685995629384,9.565323514566604,438753.0,0,0,0,0,1.0,773215,2,0.01457810628412646,0.011017859216824083
4.999999999999998,5.999999999999995,14.999999999999963,0.0,0.1,5.905797073897717,9.096046979080036,439633.0,0,0,0,0,1.0,774767,2,0.002633537927411221,0.0033320378255096436
7.899999999999988,13.999999999999966,0.0,0.0,0.1,2.68799640307367,6.0120199599736965,439876.0,0,1,0,0,1.0,775208,0,9.090720114897215e-6,2.522868891927572e-5
1.4000000000000001,2.0000000000000004,14.999999999999963,0.0,0.1,3.631882403051191,8.048179793871064,440705.0,0,0,0,0,1.0,776669,2,0.3064009576273358,0.07345832557356116
9.299999999999983,13.999999999999966,0.0,0.0,0.1,6.008722352611979,6.354507602183977,441880.0,0,1,0,1,1.0,778748,0,8.593030923710776e-7,2.5842354052101736e-6
0.4,2.0000000000000004,0.0,9.99999999999998,0.1,9.45386735379496,6.292096844385653,442808.0,1,0,0,0,1.0,780388,2,7.234832702984115,0.43777199632623154
5.799999999999995,13.999999999999966,0.0,0.0,0.1,14.646125586590964,7.454916907345025,443552.0,1,0,0,1,1.0,781693,0,1.0981214471076606e-7,2.1378182863310785e-7
6.499999999999993,4.000000000000002,20.000000000000014,0.0,0.1,6.316186150277754,9.719965351954569,443649.0,0,0,0,1,1.0,781846,1,0.22739251124150686,0.43268392042364967
2.400000000000001,2.0000000000000004,17.999999999999986,0.0,0.1,3.720456242781282,8.752845698228988,443864.0,0,0,0,0,1.0,782231,2,3.226939626315729,1.4694196618834858
1.0999999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,5.9830516295619685,8.93623712080525,444284.0,0,0,0,0,1.0,782978,2,0.4017061000536965,0.07085022837825355
2.3000000000000007,2.0000000000000004,15.99999999999996,0.0,0.1,6.085901989906035,9.896298281297334,444440.0,0,0,0,1,1.0,783251,1,0.00021342534358671425,8.923146258302793e-5
2.400000000000001,4.000000000000002,13.999999999999966,0.0,0.1,4.162906034314035,9.453019680265246,445894.0,0,0,0,0,1.0,785818,1,1.560282694610002,0.6869895328237424
9.099999999999984,13.999999999999966,0.0,0.0,0.1,4.1960151447918985,5.294355318423051,446029.0,0,1,0,1,1.0,786061,0,0.08501695880393703,0.21926626441502642
5.799999999999995,13.999999999999966,0.0,0.0,0.1,3.5994609032820795,8.755630075181081,446029.0,0,0,0,0,1.0,786061,0,2.351175686905115,3.978038652722945
10.699999999999978,13.999999999999966,0.0,0.0,0.1,6.57451775140882,6.767844171035934,446029.0,0,1,0,0,1.0,786061,0,4.507903769850041,14.929657962821528
0.4,2.0000000000000004,20.000000000000014,0.0,0.1,10.637107119540161,8.769039723787163,447197.0,0,0,0,0,1.0,788103,1,0.0011970639552280765,7.083718360890216e-5
11.899999999999974,2.0000000000000004,13.999999999999966,0.0,0.1,10.174172613775164,7.826497145484607,447204.0,0,1,0,0,1.0,788123,1,0.0007200751141572949,0.0027884582317159604
2.2000000000000006,2.0000000000000004,0.0,9.99999999999998,0.1,9.404761858954217,7.643553367761187,447358.0,1,0,0,0,1.0,788404,2,4.731556813371451e-9,1.978869649311878e-9
1.5000000000000002,2.0000000000000004,13.999999999999966,0.0,0.1,4.291371881598964,6.822527731394445,448019.0,0,0,0,0,1.0,789558,1,0.9166744360857126,0.24262223215273904
5.699999999999996,2.0000000000000004,13.999999999999966,0.0,0.1,9.27623505805189,8.5564204364119,448302.0,0,0,0,0,1.0,790055,1,0.0014874245122409489,0.0024715546878667726
15.99999999999996,0.9999999999999999,13.999999999999966,0.0,0.1,21.73389654532361,7.970452744778337,449568.0,0,0,0,0,1.0,792285,1,0.004596704442655032,0.020227848168350927
2.800000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,8.137947184470296,9.829785458801497,449615.0,1,0,0,0,1.0,792373,2,0.007061569138319062,0.003799988260513118
7.899999999999988,2.0000000000000004,13.999999999999966,0.0,0.1,13.996667416144932,6.905092867697502,450242.0,0,0,0,0,1.0,793472,2,1.1171869648529094e-8,3.531510959101875e-8
3.600000000000002,2.0000000000000004,13.999999999999966,0.0,0.1,8.58901212831511,9.864050815945582,451195.0,0,0,0,0,1.0,795147,1,2.2515103095869476e-6,1.6874720198447072e-6
0.8999999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,6.549459376634398,7.549779363355778,451691.0,0,0,0,0,1.0,796023,1,0.0323195424707683,0.004736462667825322
2.400000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,8.047433017600564,8.430247122111089,451767.0,1,0,0,0,1.0,796160,2,30.384818017123735,13.985417210476548
4.200000000000001,2.0000000000000004,13.999999999999966,0.0,0.1,5.65335182497286,9.407411819115293,453266.0,0,0,0,0,1.0,798802,2,9.504419315537817,9.104551800250368
8.099999999999987,13.999999999999966,0.0,0.0,0.1,3.8584299482413096,9.616224421144423,453276.0,0,0,0,1,1.0,798821,0,0.00019831649449155833,0.0005839841907934986
0.8999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,10.772921738342687,7.692457142376339,453489.0,1,0,0,0,1.0,799198,2,5.656955169261508e-5,8.25439755180042e-6
0.8999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,4.3010938931710845,9.775235185348098,453603.0,1,0,0,0,1.0,799399,2,0.32619912302740556,0.04605912117339799
1.8000000000000005,2.0000000000000004,0.0,9.99999999999998,0.1,9.11510419319134,9.360255924179704,454739.0,1,0,0,0,1.0,801405,2,8.187615761826168,2.5736676412952515
0.6,2.0000000000000004,0.0,9.99999999999998,0.1,7.8992423561644936,7.694859996547507,455675.0,1,0,0,0,1.0,803061,2,0.013360189998416028,0.001223661825254311
0.2,2.0000000000000004,0.0,9.99999999999998,0.1,5.14378103145765,8.078535952205561,455940.0,1,0,0,0,1.0,803527,2,0.06744363946819347,0.001992716087963038
7.099999999999991,2.0000000000000004,13.999999999999966,0.0,0.1,8.135055016736727,7.2294905643546326,456055.0,0,0,0,0,1.0,803722,1,0.028717527528256126,0.08813746165752537
2.9000000000000012,13.999999999999966,0.0,0.0,0.1,9.11535782696551,8.416422464183839,456537.0,1,0,0,1,1.0,804573,0,0.0021523546887720945,0.0012834781487879453
12.299999999999972,13.999999999999966,0.0,0.0,0.1,6.936201054302272,6.565265510457633,456726.0,0,1,0,0,1.0,804908,0,0.00283215821763396,0.009288190985386646
0.9999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,5.115056422757753,9.34044608417858,456909.0,1,0,0,0,1.0,805237,2,0.854183609425966,0.135558346827544
0.8999999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,6.6464641401645785,5.005352718979513,457038.0,0,0,0,0,1.0,805454,1,0.006177098888433327,0.0009514784802708274
2.700000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,5.855508385790833,8.607370012407076,457162.0,0,0,0,0,1.0,805678,2,1.6174078452450185,0.8622020574566311
5.599999999999996,2.0000000000000004,13.999999999999966,0.0,0.1,6.656016940963151,9.483634213421736,457309.0,0,0,0,0,1.0,805933,2,0.002502679814396484,0.003747234979480329
0.9999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,10.131257324778797,5.469862724690215,457729.0,1,0,0,0,1.0,806685,2,0.007568620429639486,0.0012835140471225241
14.099999999999966,13.999999999999966,0.0,0.0,0.1,8.266463482991902,9.676199413707662,458261.0,0,1,0,1,1.0,807617,0,0.624267742158893,2.908931074947602
1.9000000000000006,13.999999999999966,0.0,0.0,0.1,6.298702615081735,5.952564262831022,458261.0,0,0,0,0,1.0,807617,0,0.14976081469043726,0.05636979633224454
0.4,3.0000000000000013,14.999999999999963,0.0,0.1,9.136490765187673,9.351427569143748,460573.0,1,0,0,1,1.0,811691,1,5.35081289230931,0.315884186899106
5.4999999999999964,3.0000000000000013,14.999999999999963,0.0,0.1,9.035874391891593,5.045460717200384,460573.0,0,1,0,1,1.0,811691,1,0.4059762713211368,0.8964040174017328
2.2000000000000006,0.9999999999999999,13.999999999999966,0.0,0.1,4.94765207662059,8.420550897333374,460638.0,0,0,0,0,1.0,811812,2,0.145826575645537,0.05998507062599464
0.7,2.0000000000000004,0.0,9.99999999999998,0.1,9.040255296175404,7.9644030961190335,460874.0,1,0,0,0,1.0,812232,2,1.2280888546558182e-10,1.3414092433991161e-11
7.19999999999999,4.999999999999998,13.999999999999966,0.0,0.1,16.06802861259217,5.479859975863731,461156.0,0,1,0,1,1.0,812719,2,0.007645375215049893,0.020029469305634463
1.4000000000000001,2.0000000000000004,20.000000000000014,0.0,0.1,7.179656060666979,5.745878263557933,461416.0,0,0,0,0,1.0,813173,1,0.029685944795467115,0.007533161175129268
10.999999999999977,13.999999999999966,0.0,0.0,0.1,7.96452028542288,6.917800486752899,462401.0,0,1,0,0,1.0,814925,0,0.16137140162449243,0.5507235084985473
6.699999999999992,10.999999999999977,13.999999999999966,0.0,0.1,16.07627298042077,5.752520207157072,462525.0,0,0,0,0,1.0,815123,1,0.7866031851878957,2.0699957257083974
8.999999999999984,0.9999999999999999,14.999999999999963,0.0,0.1,2.976284869613273,9.227784624548203,463526.0,0,0,0,0,1.0,816905,1,0.011412566116606257,0.04342695902324871
3.1000000000000014,2.0000000000000004,15.99999999999996,0.0,0.1,6.843832766155029,6.845425050088294,463728.0,0,0,0,1,1.0,817261,2,2.1315223128252536,1.5314474523274013
1.4000000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,3.4797599947105327,9.744712814694196,464911.0,0,0,0,0,1.0,819355,2,0.00010266775091355357,2.3570185672170773e-5
