exposure_days,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_discharged,symptomatic,vaccinated,FoI_max,FoI_community
0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0
6.8999999999999915,0.1,4.4904238758493165,7.7445911967668515,1,0,14977.0,0,1,3.562856824567649e-11,8.051655740393934e-11
5.899999999999995,0.1,5.723462285628356,8.615691989424581,1,1,18469.0,1,1,1.071205244563167,0.7745474680831221
4.699999999999999,0.1,4.2765782727527775,9.222585196614121,1,0,36306.0,0,1,0.9188452660857904,0.8135628057117746
3.1000000000000014,0.1,5.256358191190917,9.344152810687495,1,0,36309.0,1,1,0.002169571510749971,0.0005074283704991974
7.499999999999989,0.1,10.609397375402683,7.624914185750509,1,0,38825.0,0,1,8.020502920289283,3.7752955458612223
6.699999999999992,0.1,3.8284899625319397,5.972555988588014,1,1,41032.0,1,1,1.25237440068078e-7,2.7525845169001944e-7
3.600000000000002,0.1,5.146333595129951,8.284027775952048,1,0,45605.0,0,1,0.011847856253119916,0.003326906379883306
4.000000000000002,0.1,5.908414486229274,8.866400384221226,1,0,47282.0,1,1,0.985381324322763,0.2892315640509521
7.799999999999988,0.1,5.460236778906162,6.410668378358545,1,1,49493.0,1,1,0.03962672526729786,0.08581898507139171
4.699999999999999,0.1,8.25423109484945,7.267482295017716,1,0,53746.0,1,1,0.0014417674348777398,0.0004243927307447204
14.699999999999964,0.1,5.638943554023919,9.211830636266772,0,0,55632.0,0,1,0.004286895123876099,0.01916988197557183
5.099999999999998,0.1,5.380996066569823,6.1770564653428295,1,0,59412.0,1,1,0.22631998270214632,0.10468177426352664
5.599999999999996,0.1,8.640174821578352,9.71818440522446,1,0,60200.0,1,1,9.120899368522145e-7,3.256209461024757e-7
2.9000000000000012,0.1,2.5183980574950384,8.218847206174093,1,1,69914.0,1,1,0.6203475021004824,0.4166687072765736
3.0000000000000013,0.1,2.1933188367092704,8.856776413308296,1,0,70034.0,0,1,1.8117513238484608,1.938866577418546
7.19999999999999,0.1,10.629271708603204,8.796450519554465,1,0,76716.0,0,1,0.004063123035635534,0.0017953628839429987
3.700000000000002,0.1,5.292634837397749,6.593007102359728,1,0,81200.0,0,1,8.771848795438114,2.5039527189942707
8.399999999999986,0.1,8.179168193645133,6.393106886466931,1,1,82459.0,1,1,0.10819701611997624,0.10620916201890623
2.1000000000000005,0.1,2.1864260340739192,6.720389018175571,1,1,92766.0,1,1,0.022998543574626905,0.0060825336217178155
6.999999999999991,0.1,2.9556665587297837,7.000167007591555,1,0,97265.0,0,1,0.6380740857506096,1.7287612090306315
7.699999999999989,0.1,3.633152378073005,5.7112984192433425,1,0,98187.0,0,1,0.026527913774528174,0.06638138876196283
5.699999999999996,0.1,3.939183565259538,6.742615853193791,1,0,99531.0,0,1,7.702749781014033e-13,1.3559523417342887e-12
5.799999999999995,0.1,6.667489624265645,7.408646272118857,1,0,99531.0,1,1,0.000381182527213664,0.00017728214802110754
5.899999999999995,0.1,4.417821904074174,6.568411178214827,0,1,101047.0,1,1,0.2267867618508442,0.36374544463640357
7.099999999999991,0.1,7.144437282940405,5.839320150568178,1,0,104124.0,0,1,2.4743938126165438e-8,1.564448500614715e-8
4.100000000000001,0.1,3.189028265623045,6.977441231288983,1,0,107730.0,0,1,3.8057559970919384e-5,4.547197050707661e-5
5.399999999999997,0.1,5.891849639337787,9.854914841303842,1,0,111199.0,0,1,0.00022050187288281847,0.00010259953985385068
7.099999999999991,0.1,8.094387761357208,5.294460325647447,1,0,113027.0,0,1,8.282350425201052e-15,4.540020353111529e-15
6.199999999999994,0.1,5.768939298073393,8.648697675063524,1,1,116023.0,1,1,0.1411952965603183,0.14010587900717064
5.599999999999996,0.1,7.8384797306642255,8.784136890930844,1,0,119945.0,0,1,1.0003978947849066,0.38225666778826695
4.5,0.1,4.045272847980061,7.606497993169253,1,1,121323.0,1,1,9.941039995654641e-8,8.590462596699587e-8
3.700000000000002,0.1,3.4179981558735246,9.797592937551798,1,1,121628.0,1,1,0.7690055685284592,0.5003315693812329
7.19999999999999,0.1,6.542660698604244,8.83997626521179,0,1,125192.0,1,1,0.41901501555198606,0.512239720480078
6.199999999999994,0.1,5.254358944028678,5.044883671085177,1,1,125527.0,1,1,4.234922482042916,5.475264822538848
4.999999999999998,0.1,3.2565314837683665,5.690137473242437,1,1,127731.0,1,1,0.12530295780907655,0.20670557783262417
4.5,0.1,4.0627682482683225,8.065704279705553,1,1,128548.0,1,1,0.00011804296853193272,0.00010227500662671925
8.299999999999986,0.1,5.7854750700346145,9.347708342776995,1,0,129820.0,0,1,0.4265058308756018,1.0693169069015667
4.200000000000001,0.1,3.544404116976993,5.751112194836353,0,1,136941.0,1,1,0.09564138385249898,0.09300360254209962
9.599999999999982,0.1,9.793639660270472,9.329740497674273,1,0,137382.0,1,1,3.157975087252201e-5,2.519667366793937e-5
17.099999999999973,0.1,7.958175274405795,9.326316776082313,1,0,141834.0,0,1,0.16401725549911605,0.7710343086743755
5.799999999999995,0.1,5.314393578265393,6.51550285768122,1,0,142816.0,0,1,0.9029558056043487,0.8587639767457926
7.499999999999989,0.1,2.4328449575567164,8.00801726532811,1,0,142932.0,0,1,4.308445150247888e-10,1.3503157451814842e-9
5.799999999999995,0.1,5.1632159016826265,6.919310225329079,1,0,143477.0,0,1,4.389871093087897,4.851181929532596
2.600000000000001,0.1,2.265852385520534,7.930805923761806,1,0,146818.0,0,1,0.0008842616780486401,0.000572445750759623
