exposure_days,days_in_quar,days_in_extended_quar,days_in_iso,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,compliance,household,ext_group,FoI_max,FoI_community
13.699999999999967,6.999999999999991,0.0,0.0,0.1,14.260648047464795,7.9538143687321465,50.0,1,1,0,1.0,160,0,0.033397743681654275,0.1357623413511655
15.399999999999961,6.999999999999991,0.0,0.0,0.1,13.537160892983698,9.43820469960729,366.0,1,0,0,1.0,1247,0,5.243760013918431e-5,0.0002483331533646903
1.0999999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,7.299159406245229,6.196424277144516,432.0,0,0,1,1.0,1445,1,5.896736274601235e-9,1.1227272448079766e-9
11.299999999999976,6.999999999999991,0.0,0.0,0.1,14.842419483942212,5.223825581246649,449.0,1,1,1,1.0,1531,0,1.607482327088625,4.6706400790984395
11.699999999999974,6.999999999999991,0.0,0.0,0.1,4.771149848585535,7.130245267848291,540.0,0,1,0,1.0,1847,0,0.21055995510256734,0.72109532286781
2.800000000000001,6.999999999999991,0.0,0.0,0.1,3.857373171028074,9.771404479895047,563.0,1,0,0,1.0,1922,0,8.295945103167895e-7,4.42051855997744e-7
1.3,6.999999999999991,0.0,0.0,0.1,6.116205855168171,9.62995676954809,787.0,1,0,1,1.0,2704,0,0.0145020618406732,0.003084524593659651
3.0000000000000013,6.999999999999991,0.0,0.0,0.1,4.432222378369773,9.575425371520776,904.0,1,0,0,1.0,3100,0,0.046836471619545586,0.02770527426950324
1.3,6.999999999999991,0.0,0.0,0.1,5.717883064231813,9.451540985038257,1027.0,1,0,1,1.0,3533,0,0.1592034679933014,0.03385429567097406
6.099999999999994,5.999999999999995,15.99999999999996,0.0,0.1,10.976990247102409,5.559783940135495,1122.0,0,0,0,1.0,3810,1,2.6645902768325933,6.609474012625538
2.500000000000001,6.999999999999991,0.0,0.0,0.1,7.061063094982212,8.363566247482854,1149.0,1,0,0,1.0,3950,0,0.0006889255140442349,0.00033711870438811963
1.7000000000000004,6.999999999999991,0.0,0.0,0.1,7.588427341183151,8.467696292841067,1152.0,1,0,0,1.0,3966,0,0.26629527246871926,0.07993680016640957
6.8999999999999915,6.999999999999991,0.0,0.0,0.1,5.386934858292584,6.152347527373099,1152.0,0,0,0,1.0,3966,0,3.5576896220984504,9.867039963923437
2.9000000000000012,6.999999999999991,0.0,0.0,0.1,8.182458500745867,5.23538650516371,1260.0,1,0,1,1.0,4342,0,0.00044812859401733115,0.0003352355572361051
0.6,6.999999999999991,0.0,0.0,0.1,2.916496889183722,7.884393829711382,1337.0,1,0,1,1.0,4605,0,0.011359960523164401,0.001039370132989517
12.79999999999997,6.999999999999991,0.0,0.0,0.1,5.738853829612979,8.559887203937627,1364.0,0,0,1,1.0,4701,0,0.27056114128562164,1.0960240621745636
9.599999999999982,2.0000000000000004,13.999999999999966,0.0,0.1,6.239411933372736,8.848349021929462,1463.0,0,1,1,1.0,5011,1,2.309001266078186e-10,9.063463397603328e-10
4.899999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,4.994696820686446,9.933688462531453,1505.0,0,0,1,1.0,5151,1,1.728498328190636e-7,2.0225454195205088e-7
4.000000000000002,4.000000000000002,13.999999999999966,0.0,0.1,5.7601223051929695,7.7122534855990965,1539.0,0,0,1,1.0,5257,2,0.0022225860040228857,0.002206461308452493
1.4000000000000001,6.999999999999991,0.0,0.0,0.1,3.7895134212441244,9.602653613548654,1578.0,1,0,0,1.0,5429,0,0.14856035914701646,0.03414444863607709
2.600000000000001,2.0000000000000004,13.999999999999966,0.0,0.1,4.575604240560884,6.095592011122023,1687.0,0,0,1,1.0,5775,1,0.0006479099500232476,0.0003775188784713876
5.999999999999995,6.999999999999991,0.0,0.0,0.1,7.604625474808055,8.230020724008954,1772.0,1,0,0,1.0,6101,0,0.8700441342109098,1.653652325831999
9.89999999999998,6.999999999999991,0.0,0.0,0.1,4.895708165270815,6.73224384892368,1772.0,0,1,1,1.0,6101,0,0.017788856738708995,0.05738320060411695
6.499999999999993,6.999999999999991,0.0,0.0,0.1,4.429970161693164,9.413265786376034,2009.0,1,0,0,1.0,6926,0,0.6459665288532132,1.2671915534106313
6.799999999999992,6.999999999999991,0.0,0.0,0.1,3.441491540120506,6.130226767217529,2009.0,0,1,1,1.0,6926,0,6.411458244443219,17.373403667059684
4.5,6.999999999999991,0.0,0.0,0.1,5.740605901195974,5.678619432359381,2030.0,1,0,1,1.0,6999,0,0.0002762113183452564,0.000418324841454584
1.5000000000000002,6.999999999999991,0.0,0.0,0.1,3.7935624481943395,5.8536430540969855,2135.0,1,0,0,1.0,7350,0,7.3248609801030274e-6,2.059888753961687e-6
4.899999999999999,4.999999999999998,13.999999999999966,0.0,0.1,9.872763748567431,6.672921993290297,2252.0,0,0,1,1.0,7715,1,7.023462024388302e-6,1.0907063501755308e-5
3.1000000000000014,2.0000000000000004,15.99999999999996,0.0,0.1,5.584189972729722,6.891346541050152,2298.0,0,0,1,1.0,7874,2,1.9856028430403299,1.4162190102132446
1.2,0.9999999999999999,13.999999999999966,0.0,0.1,6.938073313506733,8.75082591078878,2395.0,0,0,1,1.0,8226,1,2.3430534526604286e-17,4.643494465267488e-18
0.30000000000000004,2.0000000000000004,13.999999999999966,0.0,0.1,7.293490986543628,7.119041151345282,3217.0,0,0,1,1.0,11048,1,4.755903897145314e-12,2.102437408411629e-13
3.1000000000000014,4.000000000000002,13.999999999999966,0.0,0.1,10.047215575640477,6.771054809900733,3240.0,0,0,1,1.0,11121,1,0.02258997177712383,0.015992965036870987
1.0999999999999999,2.0000000000000004,0.0,9.99999999999998,0.1,4.641461853591397,9.835098045377839,3246.0,1,0,1,1.0,11155,2,3.062467928126908,0.5384358206845105
1.4000000000000001,6.999999999999991,0.0,0.0,0.1,2.9038466732387183,8.892615306697,3275.0,1,0,0,1.0,11268,0,0.0026516286617262776,0.0006140385766613121
0.9999999999999999,4.999999999999998,15.99999999999996,0.0,0.1,4.203786577575772,6.894487017007308,3306.0,0,0,0,1.0,11325,1,0.0922893387164359,0.015441331978432823
1.0999999999999999,2.0000000000000004,13.999999999999966,0.0,0.1,6.882336722932803,8.989375382847916,3402.0,0,0,1,1.0,11673,1,0.14047934122356964,0.02504212789411098
11.499999999999975,4.000000000000002,13.999999999999966,0.0,0.1,19.19383995973874,6.3320945693481345,3820.0,0,1,0,1.0,13113,2,0.005583486270822903,0.019202520838818602
6.499999999999993,6.999999999999991,0.0,0.0,0.1,9.220477118501858,6.794281006320736,3916.0,1,0,0,1.0,13475,0,0.014603060539468716,0.039558917602675804
2.700000000000001,2.0000000000000004,0.0,9.99999999999998,0.1,6.1228891607030995,8.907641339046679,5008.0,1,0,1,1.0,17206,2,1.5515879111165859e-7,8.22842253297536e-8
3.900000000000002,2.0000000000000004,13.999999999999966,0.0,0.1,3.597145662914819,8.5937936251161,5721.0,0,0,1,1.0,19664,1,0.004632575238974682,0.00418394714322534
12.199999999999973,6.999999999999991,0.0,0.0,0.1,11.86991698345984,8.792814856820552,5740.0,1,1,0,1.0,19750,0,7.710730790264725e-5,0.0003264800404829984
4.5,6.999999999999991,0.0,0.0,0.1,6.112177850251459,9.976546958697003,6037.0,1,0,0,1.0,20757,0,0.003264609642585886,0.003374485231345269
