exposure_days,days_in_quar,days_in_extended_quar,days_in_iso,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,compliance,FoI_max,FoI_community
1.6000000000000003,0.9999999999999999,0.0,9.99999999999998,0.1,8.171659335646735,7.838154731883864,3084.0,1,0,1,1.0,0.13010985661877228,0.03651424812075017
0.1,0.9999999999999999,0.0,9.99999999999998,0.1,9.120755799283117,6.9609728972907465,3421.0,1,0,1,1.0,0.009875714241512117,0.0001415611825357667
1.5000000000000002,7.999999999999988,0.9999999999999999,9.99999999999998,0.1,7.436839835265393,7.272220557619255,11344.0,0,0,1,1.0,9.998133595488914,2.607412479908353
2.9000000000000012,7.999999999999988,0.9999999999999999,9.99999999999998,0.1,8.593383467866193,9.649549745751655,11605.0,0,0,1,1.0,0.7452747352986885,0.4189390440165879
0.7,0.9999999999999999,0.0,9.99999999999998,0.1,3.486235656246281,9.846386397241734,11624.0,1,0,1,1.0,0.01535390565639924,0.0016396958192502421
0.5,2.0000000000000004,4.000000000000002,9.99999999999998,0.1,5.139774367695777,9.586097164506413,12651.0,0,0,1,1.0,15.883604061527192,1.1882628015062995
0.8999999999999999,4.000000000000002,0.0,9.99999999999998,0.1,9.430802804269591,8.637324542895026,14586.0,1,0,1,1.0,0.8518284701460107,0.12028938006178069
0.8999999999999999,5.999999999999995,0.0,9.99999999999998,0.1,8.104752712784236,8.763508487649673,18502.0,1,0,1,1.0,0.2773173897131821,0.03915192776181892
0.2,0.9999999999999999,0.0,9.99999999999998,0.1,5.0590390060927675,8.250314321600735,18768.0,1,0,1,1.0,0.03156085325433742,0.0009259415783122787
0.8999999999999999,4.000000000000002,0.0,9.99999999999998,0.1,6.189468137264612,9.821077859377809,20740.0,1,0,1,1.0,0.2917152006385874,0.041322104645112566
0.8999999999999999,0.9999999999999999,0.0,9.99999999999998,0.1,5.174526797712159,9.755804563490003,21774.0,1,0,1,1.0,0.278264001525554,0.03931147257706948
2.400000000000001,5.999999999999995,0.0,9.99999999999998,0.1,15.294444292113376,7.994926264011617,23684.0,1,0,1,1.0,7.389097434447942e-6,3.4073992435528945e-6
0.1,0.9999999999999999,0.0,9.99999999999998,0.1,4.688507812675082,9.125833793528173,26871.0,1,0,1,1.0,0.001138624676379011,1.6379112016623526e-5
1.0999999999999999,4.000000000000002,0.9999999999999999,9.99999999999998,0.1,5.3200556968636254,7.299039515140678,28304.0,0,0,1,1.0,0.10835398552980968,0.019623827335201738
1.7000000000000004,4.000000000000002,0.9999999999999999,9.99999999999998,0.1,6.239699064525708,8.016277213467136,32520.0,0,0,1,1.0,0.3997156910301079,0.12033944265778915
0.7,4.000000000000002,0.0,9.99999999999998,0.1,6.1228891607030995,8.907641339046679,33045.0,1,0,1,1.0,1.5515879111165859e-7,1.6916999333138986e-8
2.2000000000000006,0.9999999999999999,4.000000000000002,9.99999999999998,0.1,7.229027167204049,9.342114715954049,35095.0,0,0,1,1.0,0.10594224078488669,0.042422764423009615
15.299999999999962,13.999999999999966,0.0,0.0,0.1,17.447600207330634,9.083388351714778,35971.0,0,0,1,1.0,0.032182393153640354,0.15086629113743752
3.3000000000000016,0.9999999999999999,0.0,9.99999999999998,0.1,9.375628495159132,9.64683574536309,37242.0,1,0,1,1.0,7.371541779638054e-6,4.977316737252383e-6
0.6,0.9999999999999999,0.0,9.99999999999998,0.1,14.682600070366236,9.520350391257491,37643.0,1,0,1,1.0,0.0607676779168064,0.00555934682824806
5.4999999999999964,4.000000000000002,0.0,9.99999999999998,0.1,16.740891078748692,9.641040447707832,38058.0,1,0,1,1.0,0.5951361238318578,0.8538486841020392
0.30000000000000004,0.9999999999999999,0.0,9.99999999999998,0.1,4.688841282568066,9.680695447867159,39916.0,1,0,1,1.0,0.5240720714209263,0.0231200820936908
3.0000000000000013,0.9999999999999999,0.0,9.99999999999998,0.1,6.127341158897958,8.73804180139046,40057.0,1,0,1,1.0,0.025241619876382973,0.015551239659446464
4.300000000000001,3.0000000000000013,5.999999999999995,9.99999999999998,0.1,12.128482075941497,9.68345361927289,40495.0,0,0,1,1.0,0.03602351055202666,0.03488919444749635
0.5,0.9999999999999999,0.0,9.99999999999998,0.1,11.289837920434401,6.1185466345974895,41667.0,1,0,1,1.0,2.6498705736185417e-10,2.0299586045043365e-11
0.8999999999999999,0.9999999999999999,0.0,9.99999999999998,0.1,5.417520021526632,9.714885861441134,42632.0,1,0,1,1.0,1.6101886038711068,0.22466126155442565
0.7,0.9999999999999999,0.0,9.99999999999998,0.1,4.956649239974211,8.611840834800102,43993.0,1,0,1,1.0,0.011334090283208195,0.0012182386169308872
1.2,4.000000000000002,0.0,9.99999999999998,0.1,6.973593061418221,9.035181188944273,44793.0,1,0,1,1.0,3.417623240545302,0.675460308785316
0.4,0.9999999999999999,0.0,9.99999999999998,0.1,3.5004024234495343,9.540718668939341,46368.0,1,0,1,1.0,0.02198648125041986,0.0013137557011342585
1.6000000000000003,4.000000000000002,0.0,9.99999999999998,0.1,10.684366118035207,9.671480231287843,46411.0,1,0,1,1.0,0.02375153308547094,0.006414662337265729
1.7000000000000004,4.000000000000002,4.000000000000002,9.99999999999998,0.1,6.677936134895472,9.873219236086573,46433.0,0,0,1,1.0,1.3983553095509595,0.4035018566384129
0.30000000000000004,5.999999999999995,0.0,9.99999999999998,0.1,8.560134205074622,8.097953712745689,47798.0,1,0,1,1.0,0.8553637743662578,0.03783675483306825
